user_email,device_id,metric_value,metric_unit,metric_timestamp
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,2850,signal_strength,2025-10-22 17:20:45
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,77.9,battery_percent,2025-10-21 21:15:20
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,13.8,temperature_c,2025-10-21 21:15:20
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,18234,step_count,2025-10-21 21:15:20
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,4.1,walking_speed_kmh,2025-10-21 21:15:20
prothetic2@example.com,a3b5c7d9-e8f1-4a6b-9c2d-5e7f8a9b1c3d,2720,signal_strength,2025-10-21 21:15:20
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,87.3,battery_percent,2025-10-22 10:10:25
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,12.1,temperature_c,2025-10-22 10:10:25
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,172,grip_force_kg,2025-10-22 10:10:25
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,3400,signal_strength,2025-10-22 10:10:25
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,420,usage_minutes,2025-10-22 10:10:25
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,83.9,battery_percent,2025-10-21 14:35:40
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,12.8,temperature_c,2025-10-21 14:35:40
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,158,grip_force_kg,2025-10-21 14:35:40
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,3150,signal_strength,2025-10-21 14:35:40
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,480,usage_minutes,2025-10-21 14:35:40
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,79.5,battery_percent,2025-10-22 18:50:15
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,13.4,temperature_c,2025-10-22 18:50:15
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,145,grip_force_kg,2025-10-22 18:50:15
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,2980,signal_strength,2025-10-22 18:50:15
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,550,usage_minutes,2025-10-22 18:50:15
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,73.8,battery_percent,2025-10-21 22:45:55
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,12.9,temperature_c,2025-10-22 21:45:55
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,132,grip_force_kg,2025-10-22 21:45:55
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,2850,signal_strength,2025-10-21 22:45:55
prothetic2@example.com,f2e4d6c8-b9a7-5b3c-1d8e-7f6a5b4c3d2e,620,usage_minutes,2025-10-21 22:45:55
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,89.7,battery_percent,2025-10-22 11:05:35
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,11.9,temperature_c,2025-10-22 11:05:35
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,161,grip_force_kg,2025-10-22 11:05:35
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,3300,signal_strength,2025-10-22 11:05:35
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,400,usage_minutes,2025-10-22 11:05:35
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,85.4,battery_percent,2025-10-21 15:25:50
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,12.5,temperature_c,2025-10-21 15:25:50
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,152,grip_force_kg,2025-10-21 15:25:50
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,3120,signal_strength,2025-10-21 15:25:50
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,470,usage_minutes,2025-10-21 15:25:50
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,80.2,battery_percent,2025-10-22 19:40:25
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,13.3,temperature_c,2025-10-22 19:40:25
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,139,grip_force_kg,2025-10-22 19:40:25
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,3020,signal_strength,2025-10-22 19:40:25
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,530,usage_minutes,2025-10-22 19:40:25
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,74.6,battery_percent,2025-10-21 23:15:40
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,12.7,temperature_c,2025-10-21 23:15:40
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,126,grip_force_kg,2025-10-21 23:15:40
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,2880,signal_strength,2025-10-21 23:15:40
prothetic3@example.com,9a8b7c6d-5e4f-3a2b-1c8d-9e8f7a6b5c4d,580,usage_minutes,2025-10-21 23:15:40
